"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"lcl|NC_007605.1_cds_YP_401631.1_1",107.530852816329,-0.150218706691132,0.774838578520815,-0.193870969844975,0.846276915115466,1
"lcl|NC_007605.1_cds_YP_401632.1_2",8.79425405819132,0.678793764040479,5.32135229290772,0.127560388163958,0.898496880630903,1
"lcl|NC_007605.1_cds_YP_401633.1_3",226.825392804783,1.14046886479049,1.46125850882437,0.780470298652382,0.435114103431473,1
"lcl|NC_007605.1_cds_YP_401634.1_4",2.39735736490483,3.28042772373129,2.95568166132036,1.10987179934184,0.26705427417249,1
"lcl|NC_007605.1_cds_YP_401635.1_5",1437.90105213904,-0.779309144735733,1.31797300768197,-0.591293706467001,0.5543236457092,1
"lcl|NC_007605.1_cds_YP_401636.1_6",3914.78842810058,-1.40226343340243,1.31000702094209,-1.07042436489691,0.284428337005724,1
"lcl|NC_007605.1_cds_YP_401644.1_14",1434.73511411735,-0.8766067696604,1.31995319140377,-0.664119588004577,0.506613774147414,1
"lcl|NC_007605.1_cds_YP_401645.1_15",11921.1434478356,1.20416073055069,1.92864610474722,0.624355462407923,NA,NA
"lcl|NC_007605.1_cds_YP_401646.1_16",1625.01942510866,-0.562957450050788,0.892820220368432,-0.630538418830252,0.528342374877494,1
"lcl|NC_007605.1_cds_YP_401647.1_17",199.934447151091,1.21072821695107,2.45235238550046,0.493700752024667,NA,NA
"lcl|NC_007605.1_cds_YP_401648.1_18",77.9978376830018,1.22220743665509,2.16385062593119,0.564829855632537,NA,NA
"lcl|NC_007605.1_cds_YP_401728.1_19",33.9720933938011,2.21387792150502,2.67508833916963,0.827590584239258,NA,NA
"lcl|NC_007605.1_cds_YP_401649.1_20",168.390431749797,1.42029564886242,2.59773072828243,0.54674475433468,NA,NA
"lcl|NC_007605.1_cds_YP_401650.1_21",281.877498129963,1.49607074182234,2.28312503388531,0.655273241551909,NA,NA
"lcl|NC_007605.1_cds_YP_401651.1_22",153.393563844273,1.49485324606623,2.36224387104317,0.632810720514689,NA,NA
"lcl|NC_007605.1_cds_YP_401652.1_23",325.875182383888,-0.124162371900438,1.01315704090893,-0.122549976841743,0.902463468436615,1
"lcl|NC_007605.1_cds_YP_401653.1_24",130.650980536417,-0.0943123665076688,1.15601833032944,-0.0815837984859564,0.934977685276756,1
"lcl|NC_007605.1_cds_YP_401654.1_25",153.778892266869,1.74910394283556,1.63055173251345,1.07270680712433,0.283402685219963,1
"lcl|NC_007605.1_cds_YP_401655.1_26",729.610162118266,1.07408391198458,1.8381882282094,0.584316608876805,0.559007319876625,1
"lcl|NC_007605.1_cds_YP_401656.1_27",54.7951403869236,1.20754248696254,1.53971792339767,0.784262148678424,0.432886304672161,1
"lcl|NC_007605.1_cds_YP_401657.1_28",460.75670462566,1.08173234886944,1.98186409582148,0.545815604183023,0.58519269595067,1
"lcl|NC_007605.1_cds_YP_401658.1_29",526.306684449298,1.01303864533406,1.89566113433248,0.534398594235449,NA,NA
"lcl|NC_007605.1_cds_YP_401659.1_30",442.094980428116,0.766373757653609,2.04967056429595,0.373900943402022,NA,NA
"lcl|NC_007605.1_cds_YP_401662.1_31",85.2201353899794,0.615353618903256,1.23367988171012,0.498795212620518,0.617923660536481,1
"lcl|NC_007605.1_cds_YP_401663.1_32",28.2813454359565,0.712110434805477,1.51805415905145,0.469094222073364,0.639002288872443,1
"lcl|NC_007605.1_cds_YP_401664.1_33",76.1356091345648,1.24441563959076,1.86612599915764,0.666844382508191,0.504871539877996,1
"lcl|NC_007605.1_cds_YP_401665.1_34",42.269190635012,1.18870274841094,1.94880303690949,0.609965566502834,0.541884617565065,1
"lcl|NC_007605.1_cds_YP_401666.1_35",153.50539977126,1.52542452858015,2.0953520002648,0.72800394797026,0.466611169559117,1
"lcl|NC_007605.1_cds_YP_401667.1_36",395.154379785884,1.29944594524672,1.8065548801335,0.719295029194294,0.47195915800135,1
"lcl|NC_007605.1_cds_YP_401668.1_37",8.41225186524087,2.02122021204547,2.92128495863133,0.691894231705641,0.489003753362665,1
"lcl|NC_007605.1_cds_YP_401669.1_38",412.661610987909,-1.11652181417659,1.25861979068213,-0.887100157205909,0.375024979444137,1
"lcl|NC_007605.1_cds_YP_401670.1_39",340.405011674113,-0.503831424560746,1.20747017277201,-0.417262004413818,0.676486776865959,1
"lcl|NC_007605.1_cds_YP_401671.1_40",910.28660880615,-1.17616751148537,1.27442486243562,-0.922900632397843,0.356058991037313,1
"lcl|NC_007605.1_cds_YP_401672.1_41",137.161617796559,-0.149817486106139,1.03428763448485,-0.144850891677496,0.884828600156709,1
"lcl|NC_007605.1_cds_YP_401673.1_42",121.281897467449,0.855213082547622,1.56245609759376,0.547351752068224,0.584137095630103,1
"lcl|NC_007605.1_cds_YP_401674.1_43",102.15346262721,0.228439321888573,1.20485791922714,0.189598556180887,0.849623718690152,1
"lcl|NC_007605.1_cds_YP_401675.1_44",45.2225150765128,0.744958100852351,1.09938140759057,0.677615698891088,0.498015389640098,1
"lcl|NC_007605.1_cds_YP_401676.1_45",104.238929503437,0.771516823795286,1.27313108781494,0.605999516608639,0.544515074207193,1
"lcl|NC_007605.1_cds_YP_401677.1_46",399.173072754945,-1.06708528131049,1.15061128900863,-0.927407276031414,0.353715114316177,1
"lcl|NC_007605.1_cds_YP_401678.1_47",42.6805555772102,1.66194782442408,1.62271938914663,1.02417450333053,0.30575285927647,1
"lcl|NC_007605.1_cds_YP_401679.1_48",264.635442394079,1.14325172633905,1.90877943143793,0.598943863030738,0.549210320073002,1
"lcl|NC_007605.1_cds_YP_401680.1_49",358.534460343924,1.16480245968285,2.01153001935844,0.579062926465475,NA,NA
"lcl|NC_007605.1_cds_YP_401681.1_50",49.4725928523652,1.04347837460253,1.6006848979697,0.651894933178959,0.514468953771759,1
"lcl|NC_007605.1_cds_YP_401682.1_51",36.9292158004222,0.684830534221365,1.3201878224791,0.518737199783711,0.603944016743002,1
"lcl|NC_007605.1_cds_YP_401683.1_52",26.4317219793145,1.07478446421514,1.54141839707869,0.697269778440481,0.485633977507701,1
"lcl|NC_007605.1_cds_YP_401684.3_53",322.454775651486,0.835892633308477,2.04037318462525,0.409676347252134,NA,NA
"lcl|NC_007605.1_cds_YP_401685.1_54",143.771785779108,1.15446647492266,1.98782382122617,0.580769011114141,NA,NA
"lcl|NC_007605.1_cds_YP_401686.1_55",25.49149767393,1.4526103306632,2.10581469721082,0.689809190042792,0.490314188629378,1
"lcl|NC_007605.1_cds_YP_401687.1_56",197.86214155198,0.974071627906398,2.06160562666662,0.472482037935336,NA,NA
"lcl|NC_007605.1_cds_YP_401688.1_57",119.818181074252,1.13430684005432,2.04948756332485,0.553458757375503,NA,NA
"lcl|NC_007605.1_cds_YP_401724.1_58",35.8687046973411,1.64714623820388,2.19709706962933,0.749692064575816,0.453440187934613,1
"lcl|NC_007605.1_cds_YP_401689.1_59",18.5896184740484,0.913493841729644,1.92915077290107,0.473521227351207,0.635841360186417,1
"lcl|NC_007605.1_cds_YP_401690.1_60",57.4863687118748,0.897985612818205,1.56473136315262,0.573891233961683,0.566041405393594,1
"lcl|NC_007605.1_cds_YP_401691.1_61",96.498580754858,1.78111924806133,2.25361050173132,0.790340321316841,NA,NA
"lcl|NC_007605.1_cds_YP_401692.1_62",45.0321691997279,1.7159967205497,2.04058439487926,0.840933962278601,NA,NA
"lcl|NC_007605.1_cds_YP_401693.1_63",15.119388864151,1.98930025870646,2.79885832582821,0.710754181570732,0.47723657791166,1
"lcl|NC_007605.1_cds_YP_401725.1_64",6.08977726563546,1.87098148085159,3.40257502691369,0.549872219143589,0.58240701997528,1
"lcl|NC_007605.1_cds_YP_401694.1_65",176.204883330781,1.79906687551708,2.34599611976034,0.766866944221914,NA,NA
"lcl|NC_007605.1_cds_YP_401695.1_66",254.713980674166,1.8171965954232,2.61370661998145,0.69525653014419,NA,NA
"lcl|NC_007605.1_cds_YP_401696.1_67",126.010521277935,2.02267473104828,2.6517400676437,0.762772624560293,NA,NA
"lcl|NC_007605.1_cds_YP_401697.1_68",296.536280124713,1.77255631215744,2.07983962907535,0.852256244845895,NA,NA
